x rho vx vy vz p Bx By Bz E
3.002929687500000000e-02 1.250000000000000000e-01 -9.112314542288152513e-18 0.000000000000000000e+00 1.520379513847975197e-157 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 5.375353321095052814e-158 8.812499999999998668e-01
3.051757812500000000e-02 1.250000000000000000e-01 -1.322028888611788819e-16 -7.783906553824680360e-18 7.440582451337813770e-157 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 2.630643153659296402e-157 8.812499999999998668e-01
3.100585937500000000e-02 1.250000000000000000e-01 2.140574180911406777e-17 -1.829218027445802033e-16 1.174987464835128387e-156 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 4.154208020970547773e-157 8.812499999999998668e-01
3.149414062500000000e-02 1.250000000000000000e-01 -5.643332724577192682e-17 -1.945976157193878491e-17 -1.128237555377399033e-156 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -3.988922130983464721e-157 8.812499999999998668e-01
3.198242187500000000e-02 1.250000000000000000e-01 -6.616321263552772119e-17 -1.945976808627302056e-16 -1.010009837815082046e-155 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -3.570924026920848133e-156 8.812499999999998668e-01
3.247070312500000000e-02 1.250000000000000000e-01 4.086549275964293901e-17 -4.538763876447613512e-16 -2.151721938860957164e-155 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -7.607485870982246221e-156 8.812499999999998668e-01
3.295898437500000000e-02 1.250000000000000000e-01 -3.085456934763927071e-16 -2.724371501392485223e-17 -4.300113481909935426e-157 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -1.520319701465061450e-157 8.812499999999998668e-01
3.344726562500000000e-02 1.250000000000000000e-01 1.360948234209985612e-16 -4.125471162392785864e-16 1.256360707016557586e-154 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 4.441905877738666547e-155 8.812499999999998668e-01
3.393554687500000000e-02 1.250000000000000000e-01 3.891952063749832330e-17 -5.239316103208788582e-16 3.530460747180016969e-154 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 1.248206367521958561e-154 8.812499999999998668e-01
3.442382812500000000e-02 1.250000000000000000e-01 -5.233442296047779922e-16 -6.251834935208056309e-17 2.461446865077636929e-154 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 8.702528849133827897e-155 8.812499999999998668e-01
3.491210937500000000e-02 1.250000000000000000e-01 -4.334891039190203841e-16 7.660393504508154820e-17 -1.386777815191455038e-153 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -4.902999985604715645e-154 8.812499999999998668e-01
3.540039062500000000e-02 1.250000000000000000e-01 2.517423091099866805e-17 -3.386000364060375381e-16 -5.312023741274332527e-153 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -1.878084004639507859e-153 8.812499999999998668e-01
3.588867187500000000e-02 1.250000000000000000e-01 -9.581671387331700173e-17 2.361740616316484489e-16 -6.691797089269160135e-153 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -2.365907550073311517e-153 8.812499999999998668e-01
3.637695312500000000e-02 1.250000000000000000e-01 -1.146890827152940333e-16 -8.049605394205983251e-17 1.241830730919492987e-152 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 4.390534654595104740e-153 8.812499999999998668e-01
3.686523437500000000e-02 1.250000000000000000e-01 1.360948407283457087e-16 -7.263133040418602526e-16 7.373842343124851947e-152 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 2.607046962112041610e-152 8.812499999999998668e-01
3.735351562500000000e-02 1.250000000000000000e-01 -1.498402950160750686e-16 1.556777651983993612e-17 1.331454236873840821e-151 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 4.707401598665261889e-152 8.812499999999998668e-01
3.784179687500000000e-02 1.250000000000000000e-01 4.076669388063675973e-16 -3.862916014281162325e-16 -5.858757404912265899e-152 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -2.071383545170178187e-152 8.812499999999998668e-01
3.833007812500000000e-02 1.250000000000000000e-01 -6.833782229610797306e-16 1.824275584491528157e-16 -9.385469514727313534e-151 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -3.318264569241650796e-151 8.812499999999998668e-01
3.881835937500000000e-02 1.250000000000000000e-01 -4.422309524959357053e-16 -7.511471570520235496e-16 -2.276012128380808879e-150 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -8.046918050204489832e-151 8.812499999999998668e-01
3.930664062500000000e-02 1.250000000000000000e-01 -4.645946113203305784e-16 -3.930873373517704029e-16 -8.944247151672943880e-151 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -3.162268906778199010e-151 8.812499999999998668e-01
3.979492187500000000e-02 1.250000000000000000e-01 -2.995571026343449443e-16 3.853036053295333913e-16 1.070829623572000914e-149 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 3.785954441616001373e-150 8.812499999999998668e-01
4.028320312500000000e-02 1.250000000000000000e-01 3.055186256987137106e-16 -1.712464751429707746e-16 3.503020386318525916e-149 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 1.238504734900274439e-149 8.812499999999998668e-01
4.077148437500000000e-02 1.250000000000000000e-01 9.899757652248856703e-17 -5.567967100473952524e-16 3.568204792680467795e-149 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 1.261550902783348988e-149 8.812499999999998668e-01
4.125976562500000000e-02 1.250000000000000000e-01 -3.488242221820210605e-16 -2.527299787122101810e-16 -1.029738612414606987e-148 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -3.640675778439973550e-149 8.812499999999998668e-01
4.174804687500000000e-02 1.250000000000000000e-01 -6.368285562254166288e-16 -3.853038303198712839e-16 -4.929009901042497537e-148 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -1.742668162781392393e-148 8.812499999999998668e-01
4.223632812500000000e-02 1.250000000000000000e-01 -3.657205983344764375e-16 9.340701171577646908e-17 -7.800136791804393910e-148 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -2.757764809833785197e-148 8.812499999999998668e-01
4.272460937500000000e-02 1.250000000000000000e-01 -8.281233897264197007e-17 4.571508412076866002e-17 6.639610581849669422e-148 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 2.347456833431931670e-148 8.812499999999998668e-01
4.321289062500000000e-02 1.250000000000000000e-01 2.797269022408461046e-16 -7.618352267627577561e-16 6.334496936932382612e-147 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 2.239582869755151822e-147 8.812499999999998668e-01
4.370117187500000000e-02 1.250000000000000000e-01 -6.616332858121786377e-17 -6.032529135532992676e-16 1.383579995523177022e-146 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 4.891693985742457087e-147 8.812499999999998668e-01
4.418945312500000000e-02 1.250000000000000000e-01 -4.198675396007809212e-16 -2.943064671109847707e-16 2.218200612671897632e-147 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 7.842523476262236448e-148 8.812499999999998668e-01
